moment,label
Last month I have achieved my target in my job much before the stipulated time.,achievement
My wife and me went to nearby town on the way a man was walking with bike. I asked him. He said that there is no petrol in the bike. I dropped 500 ml petrol from my bike and gave him. He was happy. He had to reach petrol bunt 5 KM. ,affection
My best friend's one year old daughter started walking and I got to see it for the first time.,bonding
I was happy when my partner joked around with me to cheer me up after a long day of work.  ,bonding
it's a small world events... This event is about the road trip... Trip was with my family... ,affection
my mom birthday,affection
I was very happy when I received flowers as a gift from my spouse and it was unexpected.,affection
"I had a 1.5 hour meeting with our new pastor and pointed out to him that expository sermons are the only ones that ones that obey the scripture to ""Preach the word, be instant in season and out of season""  Since that meeting he has preached two consecutive expository sermons.
",bonding
I WENT TO TEMPLE.,leisure
I bought my friend Barry a gift for his birthday.,bonding
I passed my exit exam in nursing school two weeks ago.,achievement
I taught my friend about synthesizers.,bonding
My favorite show came back on netflix,enjoy_the_moment
I listened to the new David Bowie Album Black Star.,leisure
Two weeks ago my boyfriend and I spent three days at Disney World.,affection
"I watched my favorite show, teen mom",leisure
My wife and I found out we are having our first boy!,affection
"I made myself oatmeal with peanut butter and brown sugar; I enjoyed the taste, and I made it myself.",enjoy_the_moment
I was able to volunteer for a field trip at my daughter's school.,affection
After 3 long weeks of deep snow covered ground we finally had enough warm days in the Northeast for the snow to melt and I was able to start my day with a fantastic hike up the Appalachian trail that runs nearby my home. I felt as though my entire life suddenly came back into balance after being held back for weeks due to the enormous amount of snowfall :),nature
MY COLLEGE LIFE IS VERY ENJOYMENT AND THE FUNNIEST MOMENT IN OUR LIFE,enjoy_the_moment
I got into a video game that I really enjoy. ,enjoy_the_moment
I was really happy when I was finished with my midterm. I felt decently well on it and was happy when it was over.,achievement
"I wished my brother on his birthday at 12:00am. Then i gave some surprises to him. I played some song and dedicated to my brother. On that time he felt so happy. On seeing his face on that time , that made me very happy. ",affection
"Lastly, an event that made me happy was when I shared some food that I made for a co-worker and they shared food that they made with me.",bonding
I was going through my old stuff and I found a letter that one of my best friends wrote me a long while ago.,bonding
I WENT TO MOVIE,leisure
I went an entire day of work with no one from HQ sending us last minute insurance claims files and my boss didn't yell at me to work faster to meet deadlines. I had a boring happy day.,achievement
my friends are celebrating my birthday function. that made me happy. they present many gifts to me,bonding
A girl I have a crush on seemed to be flirting with me over the course of a night out.,affection
My family was very sweet to me on mother's day.,affection
Got new bras after my old ones were falling apart.,achievement
I had this really good conversation with my mom about my life and what to do in the future today and it helped me feel better about myself. ,affection
I lost 20 pounds.,achievement
Found an inexpensive parking lot for the beach.,achievement
Today at lunch I had a rice dish with lentils that I improvised last night and it really hit the spot for me; it was delicious. ,leisure
"After marriage, there is a ritual where the bride goes with bridegroom to his home. This is called ""Bidai"" meaning ""beading farewell to bride"" all the relatives were grouped together for the ceremony. It is an emotional moment. I also remembered about my daughters ""beading farewell ceremony"" It was a very happy moment. ",affection
